length,weight,w_l_ratio,Cluster
-1.2861207136918722,-0.5424494827420062,1.0429715627529819,2
-1.0200387681832006,-0.3774672012677428,0.6352094208122424,2
-1.0610833236074109,-0.29982848057397166,0.7983142775885379,2
-1.2266768748016372,-0.4065817215279067,1.0429715627529819,2
-1.3993470734827964,-0.6200882034357774,1.2876288479174252,2
-1.1162811740054863,-0.39687688144118555,0.7983142775885379,2
-1.4234076749383675,-0.41628656161462835,1.613838561470017,2
-1.0497606876283183,-0.387172041354464,0.7167618492003903,2
-1.1431724344558307,-0.4648107620482351,0.7983142775885379,2
-1.4715288778495101,-0.4259914017013495,1.7769434182463124,2
-1.3172579626343766,-0.4259914017013495,1.2876288479174252,2
-1.0653293120995704,-0.3289430008341356,0.7983142775885379,2
-1.3767018015246115,-0.4259914017013495,1.4507337046937212,2
-1.339903234592561,-0.4745156021349563,1.2876288479174252,2
-1.5054967857867876,-0.4745156021349563,1.8584958466344605,2
-1.3483952115768807,-0.3483526810075784,1.4507337046937212,2
-1.0752366185812763,-0.45510592196151395,0.7167618492003903,2
-1.3016893381631243,-0.5424494827420062,1.1245239911411298,2
-1.337072575597788,-0.4648107620482351,1.2876288479174252,2
-1.4149156979540485,-0.4648107620482351,1.5322861330818691,2
-1.482851513828603,-0.3774672012677428,1.9400482750226085,2
-1.4403916289070062,-0.5133349624818418,1.613838561470017,2
-1.1191118330002594,-0.4454010818747923,0.7983142775885379,2
-0.956348940800806,-0.3483526810075784,0.5536569924240944,4
-1.365379165545519,-0.4065817215279067,1.4507337046937212,2
-1.5493720002057705,-0.6492027236959413,1.8584958466344605,2
-1.246491487765049,-0.3289430008341356,1.2060764195292777,2
-1.329995928110855,-0.5327446426552847,1.2060764195292777,2
-1.0766519480786627,-0.39687688144118555,0.7167618492003903,2
-1.0624986531047973,-0.3677623611810212,0.7167618492003903,2
-1.1375111164662843,-0.5424494827420062,0.7167618492003903,2
-1.3667944950429056,-0.30953332066069283,1.5322861330818691,2
-1.4842668433259893,-0.45510592196151395,1.8584958466344605,2
-1.2663061007284604,-0.45510592196151395,1.1245239911411298,2
-1.2125235798277718,-0.3774672012677428,1.0429715627529819,2
-1.2167695683199313,-0.39687688144118555,1.0429715627529819,2
-1.481436184331216,-0.48422044222167787,1.7769434182463124,2
-1.1318497984767384,-0.5327446426552847,0.7167618492003903,2
-1.416331027451435,-0.27071396031380723,1.7769434182463124,2
-1.5054967857867876,-0.49392528230839905,1.8584958466344605,2
-1.3540565295664269,-0.6492027236959413,1.1245239911411298,2
-1.4927588203103088,-0.5327446426552847,1.7769434182463124,2
-1.4318996519226872,-0.43569624178807115,1.613838561470017,2
-1.2450761582676624,-0.6297930435224985,0.8798667059766858,2
-1.4050083914723426,-0.6006785232623346,1.369181276305573,2
-1.5154040922684935,-0.5327446426552847,1.8584958466344605,2
-1.43473031091746,-0.25130428014036443,1.8584958466344605,2
-1.4191616864462082,-0.45510592196151395,1.613838561470017,2
-1.1884629783722003,-0.4259914017013495,0.9614191343648338,2
-1.4545449238808719,-0.4259914017013495,1.7769434182463124,2
-1.123357821492419,-0.28041880040052886,0.9614191343648338,2
-1.4135003684566618,-0.4259914017013495,1.613838561470017,2
-1.2394148402781162,-0.4745156021349563,1.0429715627529819,2
-1.4389762994096198,-0.3774672012677428,1.7769434182463124,2
-1.1219424919950325,-0.4065817215279067,0.7983142775885379,2
-1.2634754417336875,-0.5909736831756129,0.9614191343648338,2
-1.4616215713678045,-0.4648107620482351,1.695390989858165,2
-1.5281420577449725,-0.3677623611810212,2.1031531317989045,2
-1.4517142648860986,-0.4648107620482351,1.695390989858165,2
-1.2847053841944858,-0.5327446426552847,1.1245239911411298,2
-1.3073506561526707,-0.5909736831756129,1.1245239911411298,2
-1.460206241870418,-0.4648107620482351,1.695390989858165,2
-1.3002740086657378,-0.4454010818747923,1.2060764195292777,2
-1.3540565295664269,-0.26100912022708606,1.5322861330818691,2
-1.0978818905394612,-0.4259914017013495,0.7167618492003903,2
-1.2196002273147044,-0.49392528230839905,0.9614191343648338,2
-1.2394148402781162,-0.28041880040052886,1.2060764195292777,2
-1.31584263313699,-0.4259914017013495,1.2876288479174252,2
-1.3880244375037036,-0.6492027236959413,1.2876288479174252,2
-1.3568871885611997,-0.39687688144118555,1.4507337046937212,2
-1.2634754417336875,-0.4745156021349563,1.0429715627529819,2
-1.3724558130324518,-0.5230398025685634,1.369181276305573,2
-1.0115467911988816,-0.29982848057397166,0.7167618492003903,2
-1.4375609699122331,-0.30953332066069283,1.8584958466344605,2
-0.956348940800806,-0.3386478409208572,0.5536569924240944,4
-1.290366702184032,-0.4065817215279067,1.2060764195292777,2
-1.2733827482153934,-0.3192381607474144,1.2876288479174252,2
-1.0398533811466124,-0.29982848057397166,0.7167618492003903,2
-1.2408301697755026,-0.4648107620482351,1.0429715627529819,2
-1.2167695683199313,-0.49392528230839905,0.9614191343648338,2
-1.4205770159435944,-0.3386478409208572,1.695390989858165,2
-1.252152805754595,-0.48422044222167787,1.0429715627529819,2
-1.23375352228857,-0.4745156021349563,1.0429715627529819,2
-1.4927588203103088,-0.3192381607474144,2.0216007034107566,2
-1.0964665610420745,-0.3677623611810212,0.7983142775885379,2
-1.5238960692528127,-0.4259914017013495,2.0216007034107566,2
-1.3356572461004015,-0.387172041354464,1.369181276305573,2
-1.3682098245402923,-0.3774672012677428,1.5322861330818691,2
-1.092220572549915,-0.48422044222167787,0.7167618492003903,2
-1.3823631195141577,-0.6200882034357774,1.2876288479174252,2
-1.2917820316814184,-0.4065817215279067,1.2060764195292777,2
-1.4545449238808719,-0.6880220840428269,1.4507337046937212,2
-1.0992972200368476,-0.387172041354464,0.7983142775885379,2
-1.2578141237441414,-0.45510592196151395,1.1245239911411298,2
-1.4658675598599642,-0.3774672012677428,1.8584958466344605,2
-1.5295573872423587,-0.3774672012677428,2.1031531317989045,2
-1.5083274447815607,-0.48422044222167787,1.8584958466344605,2
-1.344149223084721,-0.5521543228287275,1.2060764195292777,2
-1.4149156979540485,-0.5521543228287275,1.4507337046937212,2
-1.2181848978173178,-0.3580575210943,1.1245239911411298,2
-1.3101813151474435,-0.4259914017013495,1.2876288479174252,2
-1.2832900546970993,-0.387172041354464,1.2060764195292777,2
-1.3328265871056284,-0.45510592196151395,1.2876288479174252,2
-1.4587909123730312,-0.48422044222167787,1.695390989858165,2
-1.5054967857867876,-0.5715640030021703,1.7769434182463124,2
-1.4361456404148465,-0.5715640030021703,1.5322861330818691,2
-0.9308730098478482,-0.5133349624818418,0.3905521356477985,4
-1.0426840401413855,-0.14455103918642934,0.8798667059766858,2
-1.5338033757345186,-0.5424494827420062,1.9400482750226085,2
-1.2733827482153934,-0.5230398025685634,1.0429715627529819,2
-1.4007624029801826,-0.45510592196151395,1.5322861330818691,2
-1.182801660382654,-0.43569624178807115,0.9614191343648338,2
-1.4333149814200734,-0.5909736831756129,1.4507337046937212,2
-1.4771901958390565,-0.49392528230839905,1.7769434182463124,2
-1.3469798820794938,-0.5521543228287275,1.2060764195292777,2
-1.3724558130324518,-0.49392528230839905,1.369181276305573,2
-1.117696503502873,-0.3289430008341356,0.8798667059766858,2
-1.4531295943834852,-0.6006785232623346,1.5322861330818691,2
-1.0964665610420745,-0.4065817215279067,0.7983142775885379,2
-1.2323381927911832,-0.45510592196151395,1.0429715627529819,2
-1.2988586791683512,-0.3580575210943,1.2876288479174252,2
-1.3767018015246115,-0.3677623611810212,1.5322861330818691,2
-1.4856821728233758,-0.3774672012677428,1.9400482750226085,2
-0.9379496573347808,-0.29982848057397166,0.5536569924240944,4
-1.4771901958390565,-0.5715640030021703,1.613838561470017,2
-1.3880244375037036,-0.5812688430888918,1.369181276305573,2
-1.1997856143512928,-0.3677623611810212,1.0429715627529819,2
-1.2125235798277718,-0.3580575210943,1.0429715627529819,2
-1.5338033757345186,-0.5327446426552847,1.9400482750226085,2
-1.1629870474192425,-0.3677623611810212,0.9614191343648338,2
-1.2705520892206204,-0.3580575210943,1.2060764195292777,2
-1.3823631195141577,-0.3677623611810212,1.5322861330818691,2
-1.3851937785089308,-0.5521543228287275,1.369181276305573,2
-0.9549336113034196,-0.4648107620482351,0.4721045640359465,4
-1.2125235798277718,-0.6006785232623346,0.7983142775885379,2
-1.43473031091746,-0.387172041354464,1.695390989858165,2
-1.1884629783722003,-0.3289430008341356,1.0429715627529819,2
-1.321503951126536,-0.48422044222167787,1.2060764195292777,2
-1.3667944950429056,-0.561859162915449,1.2876288479174252,2
-1.1417571049584443,-0.43569624178807115,0.7983142775885379,2
-1.1757250128957215,-0.3483526810075784,0.9614191343648338,2
-1.5536179886979304,-0.4648107620482351,2.1031531317989045,2
-1.3427338935873343,-0.3483526810075784,1.4507337046937212,2
-1.4559602533782583,-0.5036301223951207,1.613838561470017,2
-1.154495070434923,-0.29012364048725003,0.9614191343648338,2
-1.2309228632937967,-0.3386478409208572,1.1245239911411298,2
-1.2309228632937967,-0.5909736831756129,0.8798667059766858,2
-1.457375582875645,-0.3483526810075784,1.8584958466344605,2
-1.4219923454409813,-0.29012364048725003,1.7769434182463124,2
-1.3979317439854095,-0.4065817215279067,1.5322861330818691,2
-1.1714790244035616,-0.4259914017013495,0.8798667059766858,2
-1.2111082503303852,-0.5036301223951207,0.9614191343648338,2
-1.1332651279741248,-0.3386478409208572,0.8798667059766858,2
-1.4375609699122331,-0.561859162915449,1.5322861330818691,2
-1.2861207136918722,-0.5327446426552847,1.1245239911411298,2
-1.1615717179218557,-0.29012364048725003,1.0429715627529819,2
-1.3229192806239225,-0.43569624178807115,1.2876288479174252,2
-1.2111082503303852,-0.6006785232623346,0.7983142775885379,2
-1.2450761582676624,-0.387172041354464,1.1245239911411298,2
-1.532388046237132,-0.3677623611810212,2.1031531317989045,2
-1.5083274447815607,-0.5133349624818418,1.8584958466344605,2
-1.1870476488748138,-0.41628656161462835,0.9614191343648338,2
-1.1304344689793517,-0.3774672012677428,0.8798667059766858,2
-1.4885128318181489,-0.5036301223951207,1.7769434182463124,2
-1.1983702848539062,-0.4259914017013495,0.9614191343648338,2
-1.3851937785089308,-0.45510592196151395,1.4507337046937212,2
-1.3837784490115443,-0.4745156021349563,1.4507337046937212,2
-1.2309228632937967,-0.30953332066069283,1.1245239911411298,2
-1.1912936373669734,-0.3192381607474144,1.0429715627529819,2
-1.1332651279741248,-0.3580575210943,0.8798667059766858,2
-1.3172579626343766,-0.3774672012677428,1.369181276305573,2
-1.3767018015246115,-0.5230398025685634,1.369181276305573,2
-1.0681599710943437,-0.41628656161462835,0.7167618492003903,2
-1.0667446415969568,-0.4745156021349563,0.6352094208122424,2
-0.9789942127589909,-0.3677623611810212,0.5536569924240944,4
-1.1318497984767384,-0.41628656161462835,0.7983142775885379,2
-1.104958538026394,-0.4648107620482351,0.7167618492003903,2
-1.1870476488748138,-0.4454010818747923,0.8798667059766858,2
-1.3073506561526707,-0.45510592196151395,1.2060764195292777,2
-1.4531295943834852,-0.4454010818747923,1.695390989858165,2
-1.4219923454409813,-0.43569624178807115,1.613838561470017,2
-1.1502490819427633,-0.3483526810075784,0.9614191343648338,2
-1.4856821728233758,-0.45510592196151395,1.8584958466344605,2
-1.2663061007284604,-0.561859162915449,1.0429715627529819,2
-1.3583025180585864,-0.5521543228287275,1.2876288479174252,2
-1.252152805754595,-0.387172041354464,1.1245239911411298,2
-1.5295573872423587,-0.4065817215279067,2.1031531317989045,2
-1.4361456404148465,-0.5133349624818418,1.5322861330818691,2
-1.2535681352519816,-0.43569624178807115,1.1245239911411298,2
-1.4658675598599642,-0.4065817215279067,1.7769434182463124,2
-1.403593061974956,-0.4745156021349563,1.5322861330818691,2
-1.3130119741422166,-0.4259914017013495,1.2876288479174252,2
-1.0186234386858142,-0.387172041354464,0.6352094208122424,2
-1.1219424919950325,-0.5327446426552847,0.7167618492003903,2
-1.478605525336443,-0.5521543228287275,1.695390989858165,2
-1.2889513726866453,-0.5715640030021703,1.0429715627529819,2
-1.5097427742789473,-0.387172041354464,2.0216007034107566,2
-1.4120850389592754,-0.5812688430888918,1.4507337046937212,2
-1.0525913466230914,-0.3483526810075784,0.7167618492003903,2
-1.2634754417336875,-0.4065817215279067,1.1245239911411298,2
-1.1870476488748138,-0.45510592196151395,0.8798667059766858,2
-1.5295573872423587,-0.6589075637826629,1.7769434182463124,2
-0.9280423508530752,-0.45510592196151395,0.3905521356477985,4
-1.0865592545603686,-0.3580575210943,0.7983142775885379,2
-1.2719674187180068,-0.4065817215279067,1.2060764195292777,2
-1.481436184331216,-0.5715640030021703,1.695390989858165,2
-1.482851513828603,-0.49392528230839905,1.7769434182463124,2
-1.2450761582676624,-0.4745156021349563,1.0429715627529819,2
-1.3045199971578976,-0.6103833633490557,1.0429715627529819,2
-0.9945628372302429,-0.5133349624818418,0.4721045640359465,4
-1.504081456289401,-0.4065817215279067,1.9400482750226085,2
-1.113450515010713,-0.28041880040052886,0.8798667059766858,2
-1.2210155568120908,-0.3580575210943,1.1245239911411298,2
-1.3356572461004015,-0.5521543228287275,1.2060764195292777,2
-1.0837285955655955,-0.2124849197934793,0.8798667059766858,2
-1.1912936373669734,-0.4745156021349563,0.8798667059766858,2
-1.318673292131763,-0.43569624178807115,1.2876288479174252,2
-1.2096929208329987,-0.3580575210943,1.0429715627529819,2
-1.406423720969729,-0.5036301223951207,1.4507337046937212,2
-1.4120850389592754,-0.49392528230839905,1.5322861330818691,2
-1.4389762994096198,-0.5327446426552847,1.5322861330818691,2
-1.39368575549325,-0.6297930435224985,1.2876288479174252,2
-1.3625485065507459,-0.5521543228287275,1.2876288479174252,2
-1.365379165545519,-0.5521543228287275,1.2876288479174252,2
-1.4658675598599642,-0.6297930435224985,1.5322861330818691,2
-1.113450515010713,-0.19307523962003653,0.9614191343648338,2
-1.3625485065507459,-0.43569624178807115,1.369181276305573,2
-1.4984201382998548,-0.49392528230839905,1.8584958466344605,2
-1.4205770159435944,-0.45510592196151395,1.613838561470017,2
-1.2181848978173178,-0.387172041354464,1.0429715627529819,2
-1.4318996519226872,-0.5909736831756129,1.4507337046937212,2
-1.4559602533782583,-0.3774672012677428,1.7769434182463124,2
-1.19270896686436,-0.5133349624818418,0.8798667059766858,2
-1.3073506561526707,-0.5230398025685634,1.1245239911411298,2
-1.4403916289070062,-0.4648107620482351,1.613838561470017,2
-1.4545449238808719,-0.48422044222167787,1.695390989858165,2
-1.5493720002057705,-0.5036301223951207,2.0216007034107566,2
-1.1884629783722003,-0.5327446426552847,0.8798667059766858,2
-1.5182347512632666,-0.6103833633490557,1.7769434182463124,2
-1.522480739755426,-0.561859162915449,1.8584958466344605,2
-1.4559602533782583,-0.4745156021349563,1.695390989858165,2
-1.321503951126536,-0.3774672012677428,1.369181276305573,2
-1.2578141237441414,-0.39687688144118555,1.1245239911411298,2
-1.349810541074267,-0.561859162915449,1.2060764195292777,2
-1.1559103999323097,-0.3386478409208572,0.9614191343648338,2
-1.1460030934506038,-0.6006785232623346,0.7167618492003903,2
-1.3851937785089308,-0.3774672012677428,1.5322861330818691,2
-1.416331027451435,-0.5521543228287275,1.4507337046937212,2
-1.2379995107807296,-0.5230398025685634,0.9614191343648338,2
-1.329995928110855,-0.48422044222167787,1.2876288479174252,2
-1.0101314617014951,-0.22218975988020048,0.7167618492003903,4
-1.3951010849906367,-0.5036301223951207,1.4507337046937212,2
-1.2323381927911832,-0.4065817215279067,1.0429715627529819,2
-1.2280922042990237,-0.3677623611810212,1.1245239911411298,2
-1.3611331770533597,-0.5424494827420062,1.2876288479174252,2
-1.5309727167397456,-0.3677623611810212,2.1031531317989045,2
-1.3243346101213092,-0.5715640030021703,1.1245239911411298,2
-0.95068762281126,-0.27071396031380723,0.6352094208122424,4
-1.3965164144880233,-0.49392528230839905,1.4507337046937212,2
-1.390855096498477,-0.5327446426552847,1.369181276305573,2
-1.2974433496709648,-0.43569624178807115,1.2060764195292777,2
-1.344149223084721,-0.5424494827420062,1.2060764195292777,2
-1.182801660382654,-0.45510592196151395,0.8798667059766858,2
-1.2295075337964103,-0.3774672012677428,1.1245239911411298,2
-1.154495070434923,-0.3386478409208572,0.9614191343648338,2
-1.4106697094618885,-0.5715640030021703,1.4507337046937212,2
-1.3285805986134689,-0.3483526810075784,1.369181276305573,2
-1.3696251540376787,-0.3580575210943,1.5322861330818691,2
-1.2082775913356119,-0.29982848057397166,1.1245239911411298,2
-1.1417571049584443,-0.3580575210943,0.8798667059766858,2
-1.3696251540376787,-0.39687688144118555,1.4507337046937212,2
-1.1615717179218557,-0.39687688144118555,0.8798667059766858,2
-1.429068992927914,-0.4648107620482351,1.613838561470017,2
-1.380947790016771,-0.48422044222167787,1.4507337046937212,2
-1.406423720969729,-0.4259914017013495,1.5322861330818691,2
-1.2252615453042506,-0.3386478409208572,1.1245239911411298,2
-0.9747482242668313,-0.26100912022708606,0.6352094208122424,4
-1.2832900546970993,-0.561859162915449,1.0429715627529819,2
-0.9789942127589909,-0.3386478409208572,0.5536569924240944,4
-1.3554718590638133,-0.49392528230839905,1.369181276305573,2
-1.4135003684566618,-0.6103833633490557,1.369181276305573,2
-1.2620601122363009,-0.4454010818747923,1.1245239911411298,2
-1.1191118330002594,-0.387172041354464,0.7983142775885379,2
-1.0908052430525281,-0.4454010818747923,0.7167618492003903,2
-1.2563987942467545,-0.43569624178807115,1.1245239911411298,2
-1.5026661267920147,-0.5715640030021703,1.7769434182463124,2
-1.4545449238808719,-0.43569624178807115,1.695390989858165,2
-1.2054469323408388,-0.4648107620482351,0.9614191343648338,2
-1.0073008027067218,-0.27071396031380723,0.7167618492003903,2
-1.1247731509898056,-0.3386478409208572,0.8798667059766858,2
-1.1092045265185535,-0.3580575210943,0.7983142775885379,2
-1.0568373351152514,-0.3677623611810212,0.7167618492003903,2
-1.4389762994096198,-0.3289430008341356,1.7769434182463124,2
-1.3724558130324518,-0.3386478409208572,1.5322861330818691,2
-0.9889015192406968,-0.28041880040052886,0.6352094208122424,4
-1.290366702184032,-0.49392528230839905,1.1245239911411298,2
-1.5267267282475858,-0.4454010818747923,2.0216007034107566,2
-1.4616215713678045,-0.4745156021349563,1.695390989858165,2
-1.015792779691041,-0.3386478409208572,0.6352094208122424,2
-1.5522026592005436,-0.4648107620482351,2.1031531317989045,2
-1.4418069584043927,-0.5133349624818418,1.613838561470017,2
-1.0596679941100242,-0.4648107620482351,0.6352094208122424,2
-1.4177463569488213,-0.43569624178807115,1.613838561470017,2
-1.254983464749368,-0.28041880040052886,1.2876288479174252,2
-1.1431724344558307,-0.3774672012677428,0.8798667059766858,2
-1.2379995107807296,-0.5327446426552847,0.9614191343648338,2
-1.3554718590638133,-0.4745156021349563,1.369181276305573,2
-1.349810541074267,-0.3774672012677428,1.4507337046937212,2
-1.4800208548338298,-0.3774672012677428,1.8584958466344605,2
-1.3894397670010905,-0.6200882034357774,1.2876288479174252,2
-1.4135003684566618,-0.49392528230839905,1.5322861330818691,2
-0.9832402012511504,-0.4454010818747923,0.4721045640359465,4
-1.482851513828603,-0.561859162915449,1.695390989858165,2
-1.4304843224253003,-0.5521543228287275,1.5322861330818691,2
-1.3073506561526707,-0.4454010818747923,1.2060764195292777,2
-1.1658177064140156,-0.41628656161462835,0.8798667059766858,2
-1.2408301697755026,-0.3580575210943,1.1245239911411298,2
-1.4389762994096198,-0.5521543228287275,1.5322861330818691,2
-1.3597178475559728,-0.5424494827420062,1.2876288479174252,2
-1.2408301697755026,-0.5521543228287275,0.9614191343648338,2
-1.305935326655284,-0.6492027236959413,1.0429715627529819,2
-1.3257499396186958,-0.4745156021349563,1.2876288479174252,2
-1.2847053841944858,-0.45510592196151395,1.1245239911411298,2
-1.3639638360481325,-0.3774672012677428,1.4507337046937212,2
-1.264890771231074,-0.4454010818747923,1.1245239911411298,2
-1.3823631195141577,-0.5521543228287275,1.369181276305573,2
-1.4630369008651911,-0.5036301223951207,1.695390989858165,2
-1.5196500807606532,-0.5424494827420062,1.8584958466344605,2
-1.0879745840577553,-0.5036301223951207,0.6352094208122424,2
-1.3243346101213092,-0.49392528230839905,1.2060764195292777,2
-1.5281420577449725,-0.29012364048725003,2.1847055601870524,2
-1.2733827482153934,-0.5909736831756129,0.9614191343648338,2
-1.5437106822162245,-0.5036301223951207,2.0216007034107566,2
-1.0115467911988816,-0.39687688144118555,0.6352094208122424,2
-1.3880244375037036,-0.3774672012677428,1.5322861330818691,2
-1.4007624029801826,-0.6006785232623346,1.369181276305573,2
-1.1629870474192425,-0.29982848057397166,1.0429715627529819,2
-1.2875360431892588,-0.3483526810075784,1.2876288479174252,2
-1.2040316028434523,-0.4454010818747923,0.9614191343648338,2
-1.0865592545603686,-0.2124849197934793,0.8798667059766858,2
-1.305935326655284,-0.6103833633490557,1.0429715627529819,2
-1.4234076749383675,-0.5812688430888918,1.4507337046937212,2
-1.4219923454409813,-0.3580575210943,1.695390989858165,2
-1.5097427742789473,-0.4454010818747923,1.9400482750226085,2
-1.1092045265185535,-0.29982848057397166,0.8798667059766858,2
-1.0327767336596798,-0.30953332066069283,0.7167618492003903,2
-1.136095786968898,-0.3289430008341356,0.8798667059766858,2
-1.1955396258591329,-0.5036301223951207,0.8798667059766858,2
-1.3328265871056284,-0.3386478409208572,1.4507337046937212,2
-1.0327767336596798,-0.2124849197934793,0.7983142775885379,2
-1.4333149814200734,-0.45510592196151395,1.613838561470017,2
-1.254983464749368,-0.3774672012677428,1.1245239911411298,2
-1.4587909123730312,-0.3774672012677428,1.8584958466344605,2
-1.3554718590638133,-0.4259914017013495,1.369181276305573,2
-1.3965164144880233,-0.3774672012677428,1.613838561470017,2
-1.2946126906761917,-0.5036301223951207,1.1245239911411298,2
-1.2309228632937967,-0.4259914017013495,1.0429715627529819,2
-1.3837784490115443,-0.4065817215279067,1.5322861330818691,2
-1.0893899135551417,-0.30953332066069283,0.7983142775885379,2
-0.8954897724131844,-0.25130428014036443,0.4721045640359465,4
-0.9860708602459237,-0.27071396031380723,0.6352094208122424,4
-1.2068622618382254,-0.5230398025685634,0.8798667059766858,2
-1.1516644114401502,-0.5909736831756129,0.7167618492003903,2
-1.4658675598599642,-0.29012364048725003,1.9400482750226085,2
-1.1955396258591329,-0.3580575210943,1.0429715627529819,2
-1.4970048088024683,-0.5521543228287275,1.7769434182463124,2
-1.063913982602184,-0.5424494827420062,0.5536569924240944,2
-1.254983464749368,-0.4648107620482351,1.0429715627529819,2
-1.1304344689793517,-0.28041880040052886,0.9614191343648338,2
-1.3257499396186958,-0.43569624178807115,1.2876288479174252,2
-1.3625485065507459,-0.3774672012677428,1.4507337046937212,2
-1.4998354677972414,-0.48422044222167787,1.8584958466344605,2
-1.0695753005917301,-0.4259914017013495,0.7167618492003903,2
-1.416331027451435,-0.3289430008341356,1.695390989858165,2
-1.3851937785089308,-0.6492027236959413,1.2876288479174252,2
-1.1162811740054863,-0.3774672012677428,0.7983142775885379,2
-1.4361456404148465,-0.561859162915449,1.5322861330818691,2
-1.4899281613155357,-0.4454010818747923,1.8584958466344605,2
-1.3696251540376787,-0.4745156021349563,1.369181276305573,2
-1.2620601122363009,-0.5327446426552847,1.0429715627529819,2
-0.9648409177851254,-0.26100912022708606,0.6352094208122424,4
-1.3356572461004015,-0.5036301223951207,1.2876288479174252,2
-1.4234076749383675,-0.6297930435224985,1.369181276305573,2
-1.182801660382654,-0.4648107620482351,0.8798667059766858,2
-1.4460529468965524,-0.4648107620482351,1.695390989858165,2
-1.3894397670010905,-0.4259914017013495,1.5322861330818691,2
-1.254983464749368,-0.39687688144118555,1.1245239911411298,2
-1.0172081091884277,-0.387172041354464,0.6352094208122424,2
-1.5026661267920147,-0.5230398025685634,1.8584958466344605,2
-1.5125734332737202,-0.45510592196151395,1.9400482750226085,2
-1.2408301697755026,-0.14455103918642934,1.369181276305573,2
-1.457375582875645,-0.6200882034357774,1.5322861330818691,2
-1.3823631195141577,-0.45510592196151395,1.4507337046937212,2
-1.4842668433259893,-0.49392528230839905,1.7769434182463124,2
-1.154495070434923,-0.5715640030021703,0.7167618492003903,2
-1.3639638360481325,-0.3386478409208572,1.5322861330818691,2
-1.0455146991361588,-0.4259914017013495,0.6352094208122424,2
-1.4545449238808719,-0.5909736831756129,1.5322861330818691,2
-1.468698218854737,-0.4648107620482351,1.7769434182463124,2
-1.2167695683199313,-0.3677623611810212,1.0429715627529819,2
-1.478605525336443,-0.4454010818747923,1.8584958466344605,2
-1.4771901958390565,-0.5327446426552847,1.695390989858165,2
-1.2507374762572085,-0.3192381607474144,1.2060764195292777,2
-1.035607392654453,-0.5036301223951207,0.5536569924240944,2
-1.1757250128957215,-0.5424494827420062,0.7983142775885379,2
-1.47577486634167,-0.5424494827420062,1.695390989858165,2
-1.2719674187180068,-0.4454010818747923,1.1245239911411298,2
-1.296028020173578,-0.4648107620482351,1.2060764195292777,2
-1.4658675598599642,-0.49392528230839905,1.695390989858165,2
-1.5493720002057705,-0.3483526810075784,2.2662579885752003,2
